,text,name,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index
388,"National Gallery of Modern Art, Delhi
Jehangir Art Gallery, Mumbai
Government Museum and Art Gallery, Chandigarh
Chitra Kala Parishad, Bangalore
Art Heritage Gallery, Delhi
Lalit Kala Akademi, Delhi
Victoria Memorial Hall, Kolkata
The Heritage Gallery, Goa
The Art Gallery, Hyderabad
Dhoomimal Art Gallery, Delhi
The Fine Art Company, Mumbai
Art Houz Gallery, Chennai
Gallery 7, Mumbai
Art Alive Gallery, Delhi
Kalakriti Art Gallery, Hyderabad
Emami Art, Kolkata
Sumukha Gallery, Bangalore
Vadehra Art Gallery, Delhi
Academy of Fine Arts, Kolkata
Anant Art Gallery, Delhi
Gallery Maskara, Mumbai
Kashi Art Gallery, Kochi
Sakshi Gallery, Mumbai
Jhaveri Contemporary, Mumbai
Kiran Nadar Museum of Art, Delhi
Chemould Prescott Road, Mumbai
Artisans' Gallery, Mumbai
Sakshi Gallery, Bangalore
The Guild, Mumbai
Art Entrance Gallery, Mumbai","['National Gallery of Modern Art, Delhi', 'Jehangir Art Gallery, Mumbai', 'Government Museum and Art Gallery, Chandigarh', 'Chitra Kala Parishad, Bangalore', 'Art Heritage Gallery, Delhi', 'Lalit Kala Akademi, Delhi', 'Victoria Memorial Hall, Kolkata', 'The Heritage Gallery, Goa', 'The Art Gallery, Hyderabad', 'Dhoomimal Art Gallery, Delhi', 'The Fine Art Company, Mumbai', 'Art Houz Gallery, Chennai', 'Gallery 7, Mumbai', 'Art Alive Gallery, Delhi', 'Kalakriti Art Gallery, Hyderabad', 'Emami Art, Kolkata', 'Sumukha Gallery, Bangalore', 'Vadehra Art Gallery, Delhi', 'Academy of Fine Arts, Kolkata', 'Anant Art Gallery, Delhi', 'Gallery Maskara, Mumbai', 'Kashi Art Gallery, Kochi', 'Sakshi Gallery, Mumbai', 'Jhaveri Contemporary, Mumbai', 'Kiran Nadar Museum of Art, Delhi', 'Chemould Prescott Road, Mumbai', 'Artisans Gallery, Mumbai', 'Sakshi Gallery, Bangalore', 'The Guild, Mumbai', 'Art Entrance Gallery, Mumbai']",224.0,57.0,49.0,49.0,25.0
389,"Chandni Chowk
Connaught Place
Dilli Haat
Karol Bagh Market
Sarojini Nagar Market
Janpath Market
Lajpat Nagar Market
Khan Market
South Extension Market
Greater Kailash Market
Select Citywalk Mall
Ambience Mall
Pacific Mall
DLF Emporio
DLF Promenade
M Block Market, GK 1
Paharganj Market
INA Market
Sadar Bazar
Kamla Nagar Market
Defence Colony Market
Rajouri Garden Market
Gaffar Market
Shankar Market
Tilak Nagar Market
Central Market, Lajpat Nagar
Hauz Khas Village
Khan Market
Delhi Duty Free
Palika Bazaar","['Chandni Chowk', 'Connaught Place', 'Dilli Haat', 'Karol Bagh Market', 'Sarojini Nagar Market', 'Janpath Market', 'Lajpat Nagar Market', 'Khan Market', 'South Extension Market', 'Greater Kailash Market', 'Select Citywalk Mall', 'Ambience Mall', 'Pacific Mall', 'DLF Emporio', 'DLF Promenade', 'M Block Market, GK 1', 'Paharganj Market', 'INA Market', 'Sadar Bazar', 'Kamla Nagar Market', 'Defence Colony Market', 'Rajouri Garden Market', 'Gaffar Market', 'Shankar Market', 'Tilak Nagar Market', 'Central Market, Lajpat Nagar', 'Hauz Khas Village', 'Khan Market', 'Delhi Duty Free', 'Palika Bazaar']",225.0,58.0,50.0,50.0,26.0
390,"Commercial Street
Brigade Road
MG Road
UB City Mall
Phoenix Marketcity
Orion Mall
Mantri Square Mall
Garuda Mall
Forum Mall
Gandhi Bazaar
Jayanagar Shopping Complex
Chickpet Market
Avenue Road
National Market
Gopalan Arcade Mall
The Collection, UB City
1MG Lido Mall
Inorbit Mall
VR Bengaluru
Royal Meenakshi Mall ","['Commercial Street', 'Brigade Road', 'MG Road', 'UB City Mall', 'Phoenix Marketcity', 'Orion Mall', 'Mantri Square Mall', 'Garuda Mall', 'Forum Mall', 'Gandhi Bazaar', 'Jayanagar Shopping Complex', 'Chickpet Market', 'Avenue Road', 'National Market', 'Gopalan Arcade Mall', 'The Collection, UB City', '1MG Lido Mall', 'Inorbit Mall', 'VR Bengaluru', 'Royal Meenakshi Mall']",226.0,59.0,51.0,51.0,27.0
391,"Geetanjali Salon
Affinity Salon
Looks Salon
JCB Salons
Mad O Wot Salon
Enrich Salon
Monsoon Salon
Headmasters Salon
Hair N Shanti
Bellezza Unisex Salon
Natures Tattva Salon
Femina Plus Salon
Vrinda Makeover Studio and Salon
Glamazon The Salon
Affinity Express
Enrich Salons & Academy
The Body Care and Cure Salon
Adorn Beauty & Spa
Kavita's Beauty Care
Pachouli Spa and Wellness","['Geetanjali Salon', 'Affinity Salon', 'Looks Salon', 'JCB Salons', 'Mad O Wot Salon', 'Enrich Salon', 'Monsoon Salon', 'Headmasters Salon', 'Hair N Shanti', 'Bellezza Unisex Salon', 'Natures Tattva Salon', 'Femina Plus Salon', 'Vrinda Makeover Studio and Salon', 'Glamazon The Salon', 'Affinity Express', 'Enrich Salons & Academy', 'The Body Care and Cure Salon', 'Adorn Beauty & Spa', ""Kavita's Beauty Care"", 'Pachouli Spa and Wellness']",227.0,60.0,52.0,52.0,28.0
392,"India is home to some of the most thrilling and exciting amusement parks in the world. Adlabs Imagica in Mumbai is one such park, featuring a range of roller coasters and water rides. Essel World, also in Mumbai, is another popular park with over 70 rides and attractions. Wonderla in Bangalore is known for its high-speed rides and water slides, while the Ramoji Film City in Hyderabad offers not only rides and attractions but also a behind-the-scenes look at the film industry. Other notable parks include Nicco Park in Kolkata, Worlds of Wonder in Noida, Snow World in Hyderabad, and Kingdom of Dreams in Gurugram. Delhi NCR is home to several parks such as Adventure Island, Drizzling Land, and Fun N Food Village. The Smaaash Amusement Center in Mumbai combines arcade games with rides and attractions, while the Appu Ghar Water Park in Pune is a great place to beat the heat. In Gujarat, Kankaria Lakefront and Shanku's Water Park are popular choices, while the Sentosa Water Park in Pune and Fantasy World in Kolkata also offer plenty of thrills. Other amusement parks worth visiting include Vismaya Water Park in Kerala, Veega Land in Kochi, and Splash Water World in Delhi. ","['Adlabs Imagica', 'Essel World', 'Wonderla', 'Ramoji Film City', 'Nicco Park', 'Worlds of Wonder', 'Snow World', 'Kingdom of Dreams', 'Adventure Island', 'Drizzling Land', 'Fun N Food Village', 'Smaaash Amusement Center', 'Appu Ghar Water Park', 'Kankaria Lakefront', ""Shanku's Water Park"", 'Sentosa Water Park', 'Fantasy World', 'Vismaya Water Park', 'Veega Land', 'Splash Water World']",228.0,61.0,53.0,53.0,29.0
393,"India is a country rich in art and culture, and there are numerous art galleries spread across the country that showcase the talents of various artists. Here are 30 art galleries in India worth visiting:

National Gallery of Modern Art, Delhi
Jehangir Art Gallery, Mumbai
Indian Museum, Kolkata
Lalit Kala Akademi, Delhi
Victoria Memorial Hall, Kolkata
Dr. Bhau Daji Lad Mumbai City Museum, Mumbai
Indira Gandhi National Centre for the Arts, Delhi
Kala Ghoda Arts Precinct, Mumbai
Chitra Kala Parishath, Bangalore
NGMA Bengaluru, Bangalore
Art Heritage Gallery, Delhi
Jindal Arts Centre, Bangalore
Venkatappa Art Gallery, Bangalore
Kashi Art Gallery, Kochi
Kerala Lalithakala Akademi, Kochi
Museum of Fine Arts, Chandigarh
Art Alive Gallery, Delhi
Vadehra Art Gallery, Delhi
Art Heritage Gallery, Delhi
Threshold Art Gallery, Delhi
Artisans' Gallery, Mumbai
Tao Art Gallery, Mumbai
Project 88, Mumbai
Sakshi Gallery, Mumbai
Gallery G, Bangalore
Galleria M, Kolkata
Chemould Prescott Road, Mumbai
Kalakriti Art Gallery, Hyderabad
Mahua Art Gallery, Bangalore
Art Houz Gallery, Chennai
 ","['National Gallery of Modern Art, Delhi', 'Jehangir Art Gallery, Mumbai', 'Indian Museum, Kolkata', 'Lalit Kala Akademi, Delhi', 'Victoria Memorial Hall, Kolkata', 'Dr. Bhau Daji Lad Mumbai City Museum, Mumbai', 'Indira Gandhi National Centre for the Arts, Delhi', 'Kala Ghoda Arts Precinct, Mumbai', 'Chitra Kala Parishath, Bangalore', 'NGMA Bengaluru, Bangalore', 'Art Heritage Gallery, Delhi', 'Jindal Arts Centre, Bangalore', 'Venkatappa Art Gallery, Bangalore', 'Kashi Art Gallery, Kochi', 'Kerala Lalithakala Akademi, Kochi', 'Museum of Fine Arts, Chandigarh', 'Art Alive Gallery, Delhi', 'Vadehra Art Gallery, Delhi', 'Art Heritage Gallery, Delhi', 'Threshold Art Gallery, Delhi', 'Artisans Gallery, Mumbai', 'Tao Art Gallery, Mumbai', 'Project 88, Mumbai', 'Sakshi Gallery, Mumbai', 'Gallery G, Bangalore', 'Galleria M, Kolkata', 'Chemould Prescott Road, Mumbai', 'Kalakriti Art Gallery, Hyderabad', 'Mahua Art Gallery, Bangalore', 'Art Houz Gallery, Chennai']",229.0,62.0,54.0,54.0,30.0
394,"India is a country of diverse cultures and landscapes, offering a plethora of amazing destinations to explore. From the majestic Himalayan mountains in the North to the sandy beaches in the South, there's something for everyone. Some of the must-visit places in India include the iconic Taj Mahal in Agra, the ancient forts of Rajasthan such as Amer Fort and Jaisalmer Fort, the serene backwaters of Kerala, the stunning beaches of Goa, the bustling city of Mumbai, the historical city of Delhi, the beautiful hill station of Shimla, the spiritual city of Varanasi, the lush green tea estates in Darjeeling, the picturesque city of Udaipur, the scenic beauty of Sikkim, the exotic Andaman Islands, the wildlife sanctuaries of Jim Corbett and Ranthambore, the vibrant city of Jaipur, the majestic Leh-Ladakh, the picturesque Munnar, the vibrant culture of Kolkata, the beautiful town of Mussoorie, the serene surroundings of Ooty, the majestic Hawa Mahal in Jaipur, the peaceful town of Mahabalipuram, the beautiful city of Jodhpur, the stunning architecture of the Khajuraho temples, the tranquil atmosphere of Pondicherry, the scenic hill station of Nainital, and the vibrant city of Hyderabad. ","['Taj Mahal', 'Amer Fort', 'Jaisalmer Fort', 'Kerala backwaters', 'Goa beaches', 'Mumbai', 'Delhi', 'Shimla', 'Varanasi', 'Darjeeling tea estates', 'Udaipur', 'Sikkim', 'Andaman Islands', 'Jim Corbett National Park', 'Ranthambore National Park', 'Jaipur', 'Leh-Ladakh', 'Munnar', 'Kolkata', 'Mussoorie', 'Ooty', 'Hawa Mahal', 'Mahabalipuram', 'Jodhpur', 'Khajuraho temples', 'Pondicherry', 'Nainital', 'Hyderabad']",230.0,63.0,55.0,55.0,31.0
395,"Surat is home to many great salons and spas that offer a range of services to their customers. Here are 20 salons in Surat that you can visit for a relaxing experience:

Affinity Salon
Sizzlin Scizzors
The Body Care & Cure
Angels Salon
Magnifique
Radiance Ladies Beauty Salon
Beauty Castle
La Vida Salon & Spa
Hair & Beyond Salon
The J Lounge Unisex Salon
Naturals Family Salon & Spa
Hairplay Salon
Looks Beauty Salon
Femina Beauty Parlour
The Urban Club
Style Studio
Bliss Salon & Spa
Aura Beauty Salon
Head Turners Salon
Alisha Beauty Care
 ","['Affinity Salon', 'Sizzlin Scizzors', 'The Body Care & Cure', 'Angels Salon', 'Magnifique', 'Radiance Ladies Beauty Salon', 'Beauty Castle', 'La Vida Salon & Spa', 'Hair & Beyond Salon', 'The J Lounge Unisex Salon', 'Naturals Family Salon & Spa', 'Hairplay Salon', 'Looks Beauty Salon', 'Femina Beauty Parlour', 'The Urban Club', 'Style Studio', 'Bliss Salon & Spa', 'Aura Beauty Salon', 'Head Turners Salon', 'Alisha Beauty Care']",231.0,64.0,56.0,56.0,32.0
396,"India is home to many zoos that allow visitors to see various animal species up close. Here are 30 zoos in India that you can visit:

Delhi Zoo - Delhi
Mysore Zoo - Mysore
Nehru Zoological Park - Hyderabad
Nandankanan Zoological Park - Bhubaneswar
Bannerghatta Biological Park - Bangalore
Sanjay Gandhi National Park - Mumbai
Alipore Zoo - Kolkata
Sajjangarh Biological Park - Udaipur
Arignar Anna Zoological Park - Chennai
Indira Gandhi Zoological Park - Vishakhapatnam
Kamla Nehru Prani Sangrahalaya - Indore
Jijamata Udyaan - Mumbai
Padmaja Naidu Himalayan Zoological Park - Darjeeling
Thiruvananthapuram Zoo - Thiruvananthapuram
Zoological Garden - Guwahati
Kanpur Zoological Park - Kanpur
Chhatbir Zoo - Chandigarh
Sakkarbaug Zoological Garden - Junagadh
Zoological Park - Bhopal
Van Vihar National Park - Bhopal
Assam State Zoo - Guwahati
Mahendra Chaudhary Zoological Park - Chhattisgarh
Rajiv Gandhi Zoological Park - Pune
Patna Zoo - Patna
Zoological Survey of India - Kolkata
Bannerghatta Nature Camp - Bangalore
Bannerghatta Butterfly Park - Bangalore
Jharkhand Zoo - Jharkhand
Gandhi Zoological Park - Guntur
Chatuchak Weekend Market - Delhi ","['Delhi Zoo', 'Mysore Zoo', 'Nehru Zoological Park', 'Nandankanan Zoological Park', 'Bannerghatta Biological Park', 'Sanjay Gandhi National Park', 'Alipore Zoo', 'Sajjangarh Biological Park', 'Arignar Anna Zoological Park', 'Indira Gandhi Zoological Park', 'Kamla Nehru Prani Sangrahalaya', 'Jijamata Udyaan', 'Padmaja Naidu Himalayan Zoological Park', 'Thiruvananthapuram Zoo', 'Zoological Garden', 'Kanpur Zoological Park', 'Chhatbir Zoo', 'Sakkarbaug Zoological Garden', 'Zoological Park', 'Van Vihar National Park', 'Assam State Zoo', 'Mahendra Chaudhary Zoological Park', 'Rajiv Gandhi Zoological Park', 'Patna Zoo', 'Zoological Survey of India', 'Bannerghatta Nature Camp', 'Bannerghatta Butterfly Park', 'Jharkhand Zoo', 'Gandhi Zoological Park', 'Chatuchak Weekend Market']",232.0,65.0,57.0,57.0,33.0
397,"When visiting Mumbai, you must try the following restaurants: Gajalee, known for its delicious seafood; Britannia & Co., famous for its Parsi cuisine; Leopold Cafe, a historic and iconic eatery; Kyani & Co., renowned for its Irani chai and brun maska; Bademiya, a popular spot for late-night street food; Café Mondegar, known for its retro ambience and Continental cuisine; Pancham Puriwala, serving delectable street-style puri dishes; Shree Thaker Bhojanalay, offering authentic Gujarati thali; Trishna, famous for its seafood specialties; Kala Ghoda Cafe, a trendy spot for global cuisine. Other must-try restaurants in Mumbai include Jai Hind Lunch Home for its coastal fare, Mahesh Lunch Home for its seafood platters, The Bombay Canteen for its modern Indian fusion cuisine, Jimmy Boy for Parsi delicacies, Bade Miyan for mouth-watering kebabs, Haji Ali Juice Centre for refreshing juices, Swati Snacks for traditional Gujarati snacks, Masala Library for innovative Indian dishes, Candies for its baked goods,  ","['Gajalee', 'Britannia & Co.', 'Leopold Cafe', 'Kyani & Co.', 'Bademiya', 'Café Mondegar', 'Pancham Puriwala', 'Shree Thaker Bhojanalay', 'Trishna', 'Kala Ghoda Cafe', 'Jai Hind Lunch Home', 'Mahesh Lunch Home', 'The Bombay Canteen', 'Jimmy Boy', 'Bade Miyan', 'Haji Ali Juice Centre', 'Swati Snacks', 'Masala Library', 'Candies']",233.0,66.0,58.0,58.0,34.0
398," Surat is a food lover's paradise, and there are many fantastic restaurants to try in this vibrant city. One of the must-visit restaurants in Surat is Jagdishchandra Bose Aquarium Restaurant, which offers an incredible dining experience surrounded by fish tanks. The food is just as impressive as the setting, with a wide range of delicious Indian and Chinese dishes on offer. Another great restaurant in Surat is Sasumaa Gujarati Thali, which serves up traditional Gujarati cuisine in a cozy and welcoming atmosphere. The thali here is particularly noteworthy, with a wide variety of dishes to try. For seafood lovers, there's no better place than Honest, which is famous for its fresh and flavorful seafood dishes. Other popular restaurants in Surat include Black Pepper, known for its North Indian and Chinese cuisine; Vrindavan Restaurant, serving authentic vegetarian cuisine; and The Belgian Waffle Co., offering a range of delicious waffles and other sweet treats.","['Jagdishchandra Bose Aquarium Restaurant', 'Sasumaa Gujarati Thali', 'Honest', 'Black Pepper', 'Vrindavan Restaurant', 'The Belgian Waffle Co.']",234.0,67.0,59.0,59.0,35.0
399,"Paris is one of the most famous food destinations in the world, and for good reason. With so many fantastic restaurants to choose from, it can be hard to know where to start. However, some of the must-try restaurants in Paris include L'Ambroisie, a three Michelin-starred restaurant that serves up classic French cuisine in a sumptuous setting; Le Jules Verne, an upscale restaurant located in the Eiffel Tower that offers incredible views alongside its delicious food; and Les Ombres, which also boasts stunning views of the city, as well as a creative menu of contemporary French cuisine. For those looking for more casual dining options, there are plenty of fantastic brasseries and bistros to choose from, such as La Coupole, known for its traditional French dishes and Art Deco decor, and Chez L'Ami Jean, which serves up hearty Basque-inspired cuisine in a cozy and welcoming atmosphere. Other popular restaurants in Paris include Septime, offering inventive French dishes made from locally-sourced ingredients; Le Comptoir du Relais, known for its classic French bistro fare; and Frenchie, a chic and trendy restaurant that serves up creative, modern French cuisine. ","[""L'Ambroisie"", 'Le Jules Verne', 'Les Ombres', 'La Coupole', ""Chez L'Ami Jean"", 'Septime', 'Le Comptoir du Relais', 'Frenchie']",235.0,68.0,60.0,60.0,36.0
400,"Madrid is a city that is passionate about its food, and there are countless fantastic restaurants to choose from. Some of the must-try restaurants in Madrid include DiverXO, a three Michelin-starred restaurant that offers an innovative fusion of Spanish and Asian cuisine; La Vaca y La Huerta, a cozy and rustic spot that specializes in farm-to-table cuisine made with locally-sourced ingredients; and El Club Allard, which serves up creative and modern cuisine in an elegant and sophisticated setting. For those looking for more traditional Spanish fare, there's no better place than Casa Botin, which is the oldest restaurant in the world according to the Guinness Book of Records, and is famous for its succulent roast suckling pig. Other popular restaurants in Madrid include Mercado de San Miguel, a bustling market that offers a wide variety of delicious foods and drinks; Taberna La Concha, a classic tapas bar that serves up some of the best tapas in the city; and Restaurante Sobrino de Botín, which is known for its delicious traditional Spanish dishes and its cozy, historic atmosphere.

 ","['DiverXO', 'La Vaca y La Huerta', 'El Club Allard', 'Casa Botin', 'Mercado de San Miguel', 'Taberna La Concha', 'Restaurante Sobrino de Botin']",236.0,69.0,61.0,61.0,37.0
401,"Barcelona is a city that is world-renowned for its food scene, and there are plenty of amazing restaurants to choose from. One of the top must-try restaurants in Barcelona is Tickets Bar, which is a playful and imaginative tapas bar that offers an unforgettable culinary experience. Another popular spot is Can Majó, which is situated on the beach and serves up some of the best seafood in the city, with its specialty being paella. For those looking for more traditional Catalan cuisine, head to La Pubilla, a cozy and welcoming restaurant that sources its ingredients from local producers and offers a menu that changes daily based on what's fresh and in season. Other great restaurants in Barcelona include Els Quatre Gats, a historic modernista-style café that was frequented by artists such as Picasso and Gaudí; Bar Cañete, which serves up delicious tapas and traditional Catalan dishes in a lively and energetic atmosphere; and Bar Mut, a sleek and sophisticated bar that offers an extensive wine list and a menu of creative and innovative dishes. ","['Tickets Bar', 'Can Majó', 'La Pubilla', 'Els Quatre Gats', 'Bar Cañete', 'Bar Mut']",237.0,70.0,62.0,62.0,38.0
402,"Mombasa is a coastal city in Kenya, known for its rich culture and diverse culinary scene. If you're in Mombasa, be sure to check out the Tamarind Restaurant, which is widely considered to be one of the best seafood restaurants in East Africa. This elegant restaurant offers stunning views of the Indian Ocean and serves up a range of fresh seafood dishes, including lobster, prawns, and sushi. For those looking for more traditional Kenyan cuisine, head to the Mama Ngina Street Food Market, which is a vibrant and bustling outdoor market that offers a variety of local street foods, such as grilled meats, samosas, and bhajias. Another popular spot in Mombasa is the Moorings Floating Restaurant, which is set on a beautiful wooden dhow and offers a unique dining experience that combines delicious seafood with stunning views of the ocean. Other great restaurants in Mombasa include the Yul's Aquadrom Restaurant, which is situated on a picturesque lake and serves up a range of international and Kenyan dishes; and the Jahazi Coffee House, which offers delicious coffee, pastries, and light bites in a cozy and relaxed atmosphere. ","['Tamarind Restaurant', 'Mama Ngina Street Food Market', 'Moorings Floating Restaurant', ""Yul's Aquadrom Restaurant"", 'Jahazi Coffee House']",238.0,71.0,63.0,63.0,39.0
403,"Nairobi is a bustling and cosmopolitan city in Kenya, known for its vibrant food scene. One of the must-visit restaurants in Nairobi is Carnivore, which is a popular spot for meat lovers. This restaurant offers an all-you-can-eat buffet of grilled meats, including game meats such as crocodile, ostrich, and zebra. For those looking for more international cuisine, head to the Talisman, which is a chic and stylish restaurant that serves up a range of fusion dishes from around the world, using locally sourced ingredients. Another great restaurant in Nairobi is the Lord Erroll Gourmet Restaurant, which is set in a beautiful garden and offers an elegant dining experience that includes fine wines and a menu of modern European cuisine. For those looking for more traditional Kenyan dishes, check out the Nyama Mama restaurant, which offers a range of Kenyan street food and classic dishes in a vibrant and colorful setting. Other great restaurants in Nairobi include the Thai Chi Restaurant, which offers delicious Thai cuisine in an elegant and sophisticated setting, and the Java House, which is a popular coffee shop chain that offers a range of light bites and baked goods.

 ","['Carnivore', 'Talisman', 'Lord Erroll Gourmet Restaurant', 'Nyama Mama', 'Thai Chi Restaurant', 'Java House']",239.0,72.0,64.0,64.0,40.0
404," Shanghai is a bustling metropolis in China, known for its vibrant food scene and diverse culinary offerings. If you're in Shanghai, be sure to check out Din Tai Fung, which is a popular chain of restaurants that specializes in xiaolongbao (steamed soup dumplings). Another great restaurant in Shanghai is Lost Heaven, which serves up a range of delicious Yunnanese cuisine, including spicy curries, grilled meats, and rice noodles. For those looking for more upscale dining, head to Ultraviolet by Paul Pairet, which is a cutting-edge dining experience that combines innovative cuisine with multimedia installations and sensory effects. Another great restaurant in Shanghai is the 1221 Restaurant, which offers a range of traditional Shanghainese dishes in an elegant and refined setting. Other great restaurants in Shanghai include Jia Jia Tang Bao, which is another popular spot for xiaolongbao; the M on the Bund, which offers stunning views of the Huangpu River and a menu of contemporary European cuisine; and Yang's Dumpling, which serves up a range of delicious fried dumplings.

","['Din Tai Fung', 'Lost Heaven', 'Ultraviolet by Paul Pairet', '1221 Restaurant', 'Jia Jia Tang Bao', 'M on the Bund', ""Yang's Dumpling""]",240.0,73.0,65.0,65.0,41.0
405,"Istanbul is a vibrant city in Turkey, known for its rich history, stunning architecture, and delicious food. If you're in Istanbul, be sure to check out Hamdi Restaurant, which is a popular spot for traditional Turkish kebabs and mezze dishes. Another great restaurant in Istanbul is the Balikci Sabahattin, which is a seafood restaurant located in a historic Ottoman building and serves up a range of fresh and delicious seafood dishes. For those looking for more international cuisine, head to Mikla, which is a rooftop restaurant that offers stunning views of the city and a menu of contemporary Turkish cuisine. Another great restaurant in Istanbul is the Ciya Sofrasi, which is a cozy and welcoming spot that serves up a range of traditional Anatolian dishes, including stews, soups, and kebabs. Other great restaurants in Istanbul include the Nusr-Et Steakhouse, which is a popular chain of restaurants known for its delicious steaks; the Kizilkayalar Hamburger, which is a must-visit spot for burger lovers; and the Pera Palace Hotel Jumeirah, which offers an elegant and sophisticated dining experience in a beautiful historic building. ","['Hamdi Restaurant', 'Balikci Sabahattin', 'Mikla', 'Ciya Sofrasi', 'Nusr-Et Steakhouse', 'Kizilkayalar Hamburger', 'Pera Palace Hotel Jumeirah']",241.0,74.0,66.0,66.0,42.0
406,"Mexico City is a vibrant and bustling metropolis that is home to some of the best cuisine in the world. When visiting Mexico City, be sure to check out Pujol, which is frequently ranked as one of the best restaurants in the world and offers a menu of modern Mexican cuisine. Another great restaurant to try is Contramar, which is known for its delicious seafood dishes, including the famous tuna tostadas. For those looking for traditional Mexican street food, head to El Huequito, which is a popular spot for tacos al pastor. Another must-visit restaurant in Mexico City is La Docena, which specializes in fresh seafood and oysters, and is a favorite among locals and visitors alike. Other great restaurants in Mexico City include Rosetta, a cozy Italian spot that also offers a range of Mexican dishes; Quintonil, another highly acclaimed restaurant offering modern Mexican cuisine; and Los Panchos, a casual and affordable spot for delicious Mexican comfort food. ","['Pujol', 'Contramar', 'El Huequito', 'La Docena', 'Rosetta', 'Quintonil', 'Los Panchos']",242.0,75.0,67.0,67.0,43.0
407,"Manila is a city full of amazing food, and there are plenty of restaurants to choose from when looking for a great meal. One must-visit restaurant is Gallery by Chele, which offers a modern take on Filipino cuisine with a focus on locally-sourced ingredients. Another popular spot is Blackbird, located in the historic Nielson Tower and offering a range of international and Filipino dishes in a chic and elegant atmosphere. For those looking for classic Filipino comfort food, head to Aristocrat, which has been serving up delicious BBQ chicken and other Filipino dishes for over 80 years. Another great option is Sarsa, which offers a range of traditional Filipino dishes as well as creative new interpretations of old favorites. Other must-try restaurants in Manila include Toyo Eatery, offering a modern Filipino tasting menu; Purple Yam, a cozy spot for Filipino comfort food in the heart of the city; and Cafe Mary Grace, known for its delicious baked goods and hearty Filipino breakfast dishes. ","['Gallery by Chele', 'Blackbird', 'Aristocrat', 'Sarsa', 'Toyo Eatery', 'Purple Yam', 'Cafe Mary Grace']",243.0,76.0,68.0,68.0,44.0
408,"Jakarta is a city known for its rich and diverse culinary scene, with a wide range of restaurants offering both traditional Indonesian cuisine and international dishes. One of the must-visit restaurants in Jakarta is Social House, which is located in the upscale Grand Indonesia shopping mall and offers a menu of international cuisine with a focus on using fresh, locally-sourced ingredients. Another great option is Plataran Menteng, which is housed in a beautiful colonial-style building and offers a menu of traditional Indonesian dishes with a modern twist. For those looking for street food, head to Jalan Sabang, which is known for its delicious selection of Indonesian and Southeast Asian street food stalls. Another popular spot is Lara Djonggrang, which is set in a stunningly decorated 19th-century building and offers a menu of traditional Indonesian cuisine in a unique and atmospheric setting. Other must-try restaurants in Jakarta include Sate Khas Senayan, offering delicious grilled meats and Indonesian specialties; Namaaz Dining, a fine dining restaurant offering a unique and creative Indonesian tasting menu; and Henshin, located on the top floor of the Westin Hotel and offering stunning views of the city alongside a menu of Japanese-Peruvian fusion cuisine. ","['Social House', 'Plataran Menteng', 'Jalan Sabang', 'Lara Djonggrang', 'Sate Khas Senayan', 'Namaaz Dining', 'Henshin']",244.0,77.0,69.0,69.0,45.0
409," Ankara is the capital city of Turkey, known for its rich cultural heritage and diverse culinary scene. One of the must-visit restaurants in Ankara is the 1881 Ata Lokantasi, which is housed in a beautifully restored Ottoman mansion and offers a traditional Turkish menu. Another popular spot is the Hamamönü Sulu Yemekler Lokantası, which serves up a variety of classic Turkish stews and soups. For a taste of contemporary Turkish cuisine, head to Neolokal, which is located in a converted warehouse and offers a menu of locally-sourced ingredients prepared with modern techniques. Another great option is the Ali Baba Köftecisi, a family-run restaurant that has been serving up delicious Turkish meatballs for over 80 years. Other must-try restaurants in Ankara include the Tavaci Recep Usta, famous for its grilled meats and kebabs; Kırmızı Et, a popular steakhouse; and Günaydın Et Lokantası, a chain of restaurants offering high-quality Turkish meat dishes.","['1881 Ata Lokantasi', 'Hamamönü Sulu Yemekler Lokantası', 'Neolokal', 'Ali Baba Köftecisi', 'Tavaci Recep Usta', 'Kırmızı Et', 'Günaydın Et Lokantası']",245.0,78.0,70.0,70.0,46.0
410,"Seoul, the capital city of South Korea, is famous for its unique and diverse culinary scene. One of the must-visit restaurants in Seoul is Myeongdong Kyoja, which is known for its delicious handmade noodles and dumplings. Another popular spot is Gwangjang Market, which is home to numerous food stalls serving up traditional Korean street food like bindaetteok (mung bean pancakes) and tteokbokki (spicy rice cakes). For a taste of Korean barbecue, head to Maple Tree House, which offers a range of premium meat cuts cooked to perfection at your table. Another great option is Jungsik, a Michelin-starred restaurant that offers innovative modern Korean cuisine. Other must-try restaurants in Seoul include Tosokchon, famous for its ginseng chicken soup; Baekjeong, a popular spot for Korean beef; and Gogung, a restaurant specializing in traditional Korean dishes like bibimbap ","['Myeongdong Kyoja', 'Gwangjang Market', 'Maple Tree House', 'Jungsik', 'Tosokchon', 'Baekjeong', 'Gogung']",246.0,79.0,71.0,71.0,47.0
